<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HBC,20220418,25.0000,25.0000,23.2500,23.2500,9840300
HBC,20220415,26.1500,26.4500,25.0000,25.0000,6346300
HBC,20220414,26.9000,26.9000,26.1500,26.1500,2837200
HBC,20220413,26.5000,26.7000,25.0000,26.6000,4941400
HBC,20220412,27.7000,27.9500,26.0000,26.0000,4295600
HBC,20220408,27.5000,27.9500,27.0000,27.2000,4727500
HBC,20220407,28.3500,28.5500,27.3000,27.3000,3319800
HBC,20220406,28.5000,29.4500,28.0500,28.3000,6068600
HBC,20220405,27.9000,29.1000,27.9000,28.8000,7805100
HBC,20220404,27.9000,28.3000,27.5000,27.9000,3906200
HBC,20220401,26.8000,27.7000,26.6000,27.7000,4009300
HBC,20220331,27.5000,27.7000,27.0000,27.0000,2936600
HBC,20220330,28.0000,28.8000,27.1000,27.2000,5477600
HBC,20220329,27.9000,28.7500,27.5000,28.2500,4765700
HBC,20220328,28.4000,28.7000,27.1000,27.7500,7633300
HBC,20220325,29.7000,29.7000,28.8000,28.9000,5185000
HBC,20220324,28.5000,29.9500,28.5000,29.5000,8321600
HBC,20220323,28.9000,29.2000,28.5000,28.6500,6361300
HBC,20220322,28.1500,29.4000,28.1000,28.6000,10587800
HBC,20220321,27.5500,28.5000,27.5500,28.1000,5669800
HBC,20220318,27.7500,28.3000,27.5500,27.6000,6100300
HBC,20220317,27.8000,28.2500,27.7000,27.7500,3560200
HBC,20220316,28.5000,28.5000,27.5500,27.6000,4764100
HBC,20220315,26.5000,28.3500,26.3500,28.2000,11722200
HBC,20220314,26.1000,26.9000,25.0000,26.5000,4689300
HBC,20220311,26.0000,26.9000,26.0000,26.1500,4743800
HBC,20220310,26.8000,26.8000,26.0000,26.0000,4536400
HBC,20220309,26.7000,26.9000,25.9500,26.0000,6220800
HBC,20220308,27.0000,27.4500,26.5000,26.7000,5718400
HBC,20220307,27.4500,27.9000,27.1000,27.4000,4648100
HBC,20220304,26.9500,28.4000,26.9000,27.9000,7687200
HBC,20220303,27.2000,27.3000,26.3000,26.7500,6811300
HBC,20220302,27.6000,27.9000,26.8500,26.9500,5450100
HBC,20220301,27.0500,28.0500,27.0500,27.7000,4735100
HBC,20220228,27.5000,27.7500,27.1000,27.1500,5150300
HBC,20220225,27.8000,28.2000,27.4500,27.7000,5067800
HBC,20220224,28.6000,29.0000,26.7500,27.3000,11679800
HBC,20220223,28.4000,29.4500,28.3000,28.7500,5675700
HBC,20220222,28.2500,28.9000,27.8000,28.2000,9030200
HBC,20220221,27.3000,28.9000,27.2000,28.9000,10557400
HBC,20220218,26.6000,27.3500,26.5000,27.2000,4855400
HBC,20220217,27.0500,27.6000,26.7500,26.8000,5596100
HBC,20220216,26.4500,27.4500,26.4000,27.0500,6124900
HBC,20220215,26.1000,26.4500,25.7500,26.2500,3363700
HBC,20220214,25.5000,26.8500,25.5000,26.1000,6186300
HBC,20220211,26.4000,26.5000,26.0500,26.1000,4777600
HBC,20220210,26.9000,27.2000,26.2000,26.7500,3182800
HBC,20220209,25.1000,27.2500,25.0000,26.5000,8959100
HBC,20220208,27.4000,27.5000,25.5000,25.5000,17731500
HBC,20220207,27.8000,28.3500,26.1000,27.4000,6786500
HBC,20220128,29.5000,29.9000,27.4000,27.4000,14728200
HBC,20220127,29.8000,30.4000,29.2000,29.4500,4260900
HBC,20220126,32.0000,32.0000,30.0000,30.0000,5827600
HBC,20220125,28.6000,31.2000,28.5000,31.1000,7433900
HBC,20220124,30.8000,31.3000,29.3000,29.3000,8636000
HBC,20220121,32.0000,32.8500,31.4000,31.5000,7413000
HBC,20220120,29.5000,31.5500,29.5000,31.5500,7504300
HBC,20220119,30.0000,30.4500,29.3500,29.5000,5859200
HBC,20220118,28.0500,30.5000,27.5000,29.3000,9226400
HBC,20220117,31.2000,31.5000,29.5000,30.0000,4283500
HBC,20220114,27.8500,30.8500,27.8000,30.8500,11050200
HBC,20220113,32.0000,32.2000,28.8500,28.8500,13129800
HBC,20220112,31.2000,32.9500,30.1000,31.0000,17065500
HBC,20220111,31.8000,33.8500,30.8000,32.3500,12930500
HBC,20220110,34.0000,35.2500,32.1000,32.1000,14170700
HBC,20220107,33.5000,34.5000,33.2000,34.5000,8015800
HBC,20220106,32.6000,34.4500,32.3000,33.8000,7881300
HBC,20220105,33.5000,34.6000,32.9000,32.9000,15707900
HBC,20220104,31.0000,32.3500,30.5000,32.3500,6863600
HBC,20211231,30.1000,31.4000,29.6000,30.2500,7301500
HBC,20211230,30.7000,31.0000,29.7000,29.9500,8356100
HBC,20211229,30.4000,31.7000,30.3000,30.7000,6971300
HBC,20211228,28.7500,30.7000,28.7500,30.1000,16161700
HBC,20211227,28.6000,28.9000,27.5000,28.7000,7622900
HBC,20211224,29.0000,29.2500,28.0000,28.4000,9934300
HBC,20211223,26.4000,28.0500,26.0500,28.0500,22765100
HBC,20211222,26.0000,26.9500,25.9000,26.2500,8152400
HBC,20211221,25.2000,26.3500,25.2000,25.9500,5790100
HBC,20211220,26.4500,26.5000,25.3500,25.5000,9358900
HBC,20211217,27.3000,27.9000,26.2500,26.5000,10734800
HBC,20211216,26.0000,27.0000,25.7000,27.0000,9689900
HBC,20211215,27.0000,27.4500,25.8500,26.0500,10483400
HBC,20211214,27.1000,28.5000,26.8000,27.2000,8905400
HBC,20211213,25.7500,27.1000,25.5500,27.1000,13453700
HBC,20211210,25.6000,26.3000,25.3000,25.3500,7458500
HBC,20211209,24.5000,25.9000,24.5000,25.7000,6629900
HBC,20211208,24.8000,25.5000,24.7500,25.1000,4788500
HBC,20211207,23.6500,24.7000,23.1000,24.7000,6255100
HBC,20211206,24.0000,24.8000,22.8000,23.1000,8514000
HBC,20211203,25.6500,26.0000,24.0000,24.0000,12346800
HBC,20211202,26.6500,27.2500,25.6000,25.6000,9599100
HBC,20211201,26.9500,27.2000,26.2500,26.9000,6601300
HBC,20211130,26.1000,27.4500,26.1000,26.9500,11511600
HBC,20211129,24.2000,26.4000,24.2000,26.0000,12893000
HBC,20211126,25.5000,26.2000,24.7000,25.1500,9348900
HBC,20211125,25.6500,26.6500,25.1500,25.6000,10666900
HBC,20211124,25.7000,25.8500,25.0000,25.6500,10510400
HBC,20211123,22.3000,24.2000,22.3000,24.2000,8884100
HBC,20211122,24.4000,24.9500,22.6500,22.6500,12882700
HBC,20211119,25.7000,26.4000,24.2000,24.3500,19571700
HBC,20211118,25.5000,26.5000,25.3000,26.0000,8935000
HBC,20211117,25.2000,25.8500,24.7000,25.8000,6464800
HBC,20211116,23.2000,25.1000,22.9000,25.1000,18088200
HBC,20211115,23.4500,24.7000,23.1000,23.5000,13703200
HBC,20211112,23.8000,23.9500,23.2000,23.6500,8600800
HBC,20211111,24.4000,24.7000,23.0000,23.8000,15321600
HBC,20211110,22.3000,23.7000,22.3000,23.7000,9457800
HBC,20211109,21.9000,22.6500,21.7000,22.1500,9297900
HBC,20211108,21.8500,22.9000,21.5000,22.0000,12137500
HBC,20211105,21.7000,22.3500,21.5500,21.9000,9377600
HBC,20211104,19.5500,20.9000,19.0000,20.9000,13291400
HBC,20211103,20.9000,21.0000,19.5500,19.5500,22029700
HBC,20211102,20.2000,21.4000,20.2000,21.0000,9960900
HBC,20211101,19.4500,20.2000,19.3000,20.2000,13455700
HBC,20211029,18.0000,18.9000,17.9500,18.9000,15660500
HBC,20211028,17.8500,18.0500,17.6000,17.7000,6910800
HBC,20211027,17.5000,18.1500,17.4000,17.8500,11248100
HBC,20211026,17.2500,17.6000,17.0000,17.4000,6104000
HBC,20211025,17.0000,17.7500,17.0000,17.4500,12930000
HBC,20211022,16.0000,16.9000,15.9500,16.9000,17475700
HBC,20211021,16.0500,16.1000,15.7500,15.8000,3685500
HBC,20211020,15.9000,16.2000,15.7000,15.9000,4040400
HBC,20211019,15.6500,15.9500,15.6000,15.8000,4523400
HBC,20211018,16.1000,16.2500,15.6000,15.6000,11088600
HBC,20211015,16.6000,16.6500,16.0000,16.1000,8939100
HBC,20211014,16.6000,16.7500,16.4500,16.5500,5781900
HBC,20211013,16.5000,16.7500,16.4000,16.4500,6172700
HBC,20211012,16.4000,16.7000,16.3000,16.3500,5963800
HBC,20211011,16.4500,16.6000,16.0500,16.3500,9291400
HBC,20211008,16.6000,16.9000,16.3500,16.3500,6523900
HBC,20211007,16.8000,16.9000,16.4500,16.5000,7164000
HBC,20211006,16.1000,16.8000,16.0000,16.6500,11243300
HBC,20211005,16.1000,16.3000,16.0000,16.0000,4338900
HBC,20211004,15.8000,16.4000,15.6000,16.1000,8526800
HBC,20211001,15.5500,16.1500,15.5500,15.8000,7446200
HBC,20210930,15.9000,15.9500,15.6500,15.7000,4601900
HBC,20210929,15.3500,15.9500,15.0500,15.9000,10285900
HBC,20210928,14.9524,15.2381,14.8571,14.9524,6331000
HBC,20210927,15.0476,15.6190,14.9048,14.9524,9232300
HBC,20210924,14.8571,15.6190,14.7143,15.0476,9963000
HBC,20210923,15.4286,15.4286,14.8095,14.8095,6635700
HBC,20210922,14.2857,15.2381,14.2857,15.2381,11116600
HBC,20210921,14.2857,14.4762,14.1429,14.2857,4365500
HBC,20210920,14.7619,14.9048,14.4762,14.5238,5899900
HBC,20210917,14.5714,14.8571,14.4286,14.5238,4666600
HBC,20210916,14.6667,14.8095,14.4286,14.4286,3176900
HBC,20210915,14.0000,14.5714,13.8571,14.5238,4048200
HBC,20210914,14.0952,14.3810,14.0000,14.0000,4268600
HBC,20210913,14.6667,14.8095,14.2381,14.2381,5764800
HBC,20210910,14.9048,15.4286,14.7143,14.7143,5919400
HBC,20210909,14.6190,15.0000,14.5714,14.9048,3866600
HBC,20210908,14.8095,14.9048,14.4762,14.6190,5190400
HBC,20210907,15.6190,15.7143,14.6190,14.8095,9377900
HBC,20210906,14.6667,15.4762,14.6667,15.4762,13073600
HBC,20210901,14.0476,14.4762,14.0000,14.4762,5142400
HBC,20210831,14.4286,14.4286,14.0000,14.0476,5264400
HBC,20210830,14.0952,14.4762,14.0000,14.3333,5941800
HBC,20210827,13.2857,13.8095,13.2381,13.8095,3820600
HBC,20210826,13.5238,13.8095,13.2857,13.3333,3141100
HBC,20210825,13.2381,13.4286,13.0952,13.3810,2761200
HBC,20210824,13.1429,13.4286,13.0476,13.0952,4834500
HBC,20210823,13.9048,14.0952,13.1429,13.1429,6773600
HBC,20210820,14.6667,15.0000,13.8095,14.0000,9221500
HBC,20210819,14.5238,14.9524,14.3810,14.8095,5091400
HBC,20210818,14.3810,14.7619,14.3333,14.4286,5225200
HBC,20210817,15.0000,15.0000,14.3810,14.4762,7546700
HBC,20210816,15.2381,15.3333,14.9524,15.0000,7733800
HBC,20210813,14.6667,15.0000,14.3333,14.8571,11059100
HBC,20210812,13.3333,14.3333,13.2857,14.3333,11714000
HBC,20210811,13.6190,13.8095,13.4286,13.4286,4401500
HBC,20210810,13.9048,13.9048,13.5238,13.6190,5198800
HBC,20210809,13.5238,13.8095,13.3810,13.6190,3796900
HBC,20210806,13.4286,13.9048,13.4286,13.5714,7262000
HBC,20210805,12.9048,13.5238,12.7619,13.4286,5612700
HBC,20210804,12.6667,12.9524,12.5714,12.9048,3672900
HBC,20210803,12.7619,12.8095,12.5238,12.5714,2759600
HBC,20210802,12.8571,12.9524,12.6667,12.6667,2923900
HBC,20210730,12.8571,13.0952,12.8095,12.8571,3778800
HBC,20210729,12.4286,12.7619,12.4286,12.6190,3262600
HBC,20210728,12.2381,12.5238,12.1905,12.2857,2116300
HBC,20210727,12.3810,12.5714,12.2381,12.2857,2946000
HBC,20210726,12.0000,12.2857,11.9524,12.1905,1896100
HBC,20210723,12.4762,12.6667,12.1429,12.1429,3510400
HBC,20210722,12.0000,12.5714,12.0000,12.4286,3192400
HBC,20210721,12.0000,12.2857,11.9524,12.0000,1700200
HBC,20210720,11.8095,12.0000,11.5714,11.9524,2583700
HBC,20210719,12.1905,12.2857,11.6667,11.8571,3802600
HBC,20210716,12.7143,12.8095,12.5238,12.5238,2030800
HBC,20210715,12.1905,12.9048,12.1429,12.7143,3303600
HBC,20210714,12.0952,12.5238,12.0000,12.1429,3383200
HBC,20210713,12.0476,12.1905,11.7143,12.0476,3440200
HBC,20210712,12.5714,12.6190,11.9524,11.9524,6048600
HBC,20210709,13.3333,13.5238,12.8095,12.8095,3506000
HBC,20210708,13.5238,13.7143,13.3333,13.3333,2028800
HBC,20210707,13.7143,13.7143,13.1429,13.3333,4469400
HBC,20210706,14.2857,14.2857,13.6190,13.6190,3510400
HBC,20210705,14.4762,14.4762,14.0000,14.0476,4596400
HBC,20210702,14.3810,14.6190,14.3810,14.3810,4240200
HBC,20210701,14.7143,14.8571,14.4762,14.5238,4481400
HBC,20210630,15.0000,15.0476,14.6667,14.7143,3075000
HBC,20210629,14.9524,15.1905,14.7619,14.9048,4626100
HBC,20210628,15.1429,15.2381,14.6667,14.9048,6680200
HBC,20210625,15.3333,15.3810,15.0000,15.0952,3367900
HBC,20210624,15.6190,15.6190,15.1905,15.3333,3906500
HBC,20210623,15.2381,15.9524,15.2381,15.5714,8509500
HBC,20210622,15.3810,15.4286,15.1429,15.2381,6017400
HBC,20210621,15.0476,15.5714,15.0476,15.0476,5783000
HBC,20210618,15.7143,15.7143,15.4286,15.5238,5648400
HBC,20210617,15.0000,15.7143,14.8571,15.6190,7593800
HBC,20210616,14.9524,15.4286,14.9524,15.1429,7935700
HBC,20210615,14.4762,15.1905,14.4762,14.9524,6983200
HBC,20210614,14.6667,14.9524,14.4762,14.4762,4841200
HBC,20210611,14.2857,14.7619,14.0952,14.6190,5992300
HBC,20210610,14.1905,14.4286,14.0000,14.0952,3390400
HBC,20210609,14.3810,14.5714,13.9048,14.1905,4363700
HBC,20210608,14.9524,15.1905,14.4762,14.4762,5827900
HBC,20210607,14.5714,15.2381,14.5714,14.8571,8622500
HBC,20210604,14.3810,14.7143,14.2381,14.4762,6755300
HBC,20210603,14.2857,14.4762,14.0000,14.3810,6011900
HBC,20210602,14.4762,14.4762,13.9524,14.0000,4323000
HBC,20210601,13.4286,14.1429,13.3333,14.1429,5522600
HBC,20210531,13.7143,13.9048,13.2381,13.2381,5607300
HBC,20210528,13.6190,14.0000,13.6190,13.7143,4401800
HBC,20210527,14.0476,14.1429,13.6190,13.6190,4693600
HBC,20210526,14.2857,14.3810,14.0476,14.0476,4007600
HBC,20210525,14.6667,14.7143,14.2857,14.2857,3452000
HBC,20210524,14.2857,14.8571,14.2381,14.5238,6051600
HBC,20210521,14.0000,14.6667,14.0000,14.0476,4479200
HBC,20210520,13.8095,14.3810,13.8095,13.9524,4336400
HBC,20210519,14.0952,14.2381,13.7143,13.7143,6892500
HBC,20210518,14.1429,14.5714,14.0952,14.1429,2910600
HBC,20210517,14.7619,15.0476,14.4286,14.4286,3560700
HBC,20210514,14.6667,15.0476,14.6667,14.7619,3924100
HBC,20210513,15.2381,15.3333,14.6667,14.6667,4769600
HBC,20210512,15.1905,15.4762,15.0000,15.2381,4450000
HBC,20210511,14.0952,15.0000,14.0952,15.0000,5359400
HBC,20210510,14.3333,14.5238,13.9048,14.0476,6853600
HBC,20210507,14.5714,15.1905,14.4762,14.5714,4637800
HBC,20210506,15.2857,15.6190,15.0952,15.1905,4359600
HBC,20210505,14.5714,15.0952,14.5714,14.9048,4279700
HBC,20210504,14.5714,14.7619,14.2381,14.3810,5463000
HBC,20210429,15.2381,15.6190,15.0952,15.1429,2341000
HBC,20210428,14.8571,15.2857,14.7619,15.0952,2869200
HBC,20210427,14.9524,15.0476,14.5238,14.8571,3178500
HBC,20210426,15.9048,15.9048,14.9524,14.9524,4199700
HBC,20210423,15.3333,15.9048,15.2381,15.9048,4528800
HBC,20210422,16.3810,16.6190,15.3333,15.3333,5976600
HBC,20210420,16.8571,16.9524,16.4762,16.4762,4448100
HBC,20210419,16.9524,17.0476,16.4286,16.8095,4324200
HBC,20210416,17.0476,17.3333,16.2857,16.4762,6847700
HBC,20210415,17.7143,17.7143,17.0476,17.0952,7389400
HBC,20210414,17.4286,17.6190,17.0476,17.6190,5885900
HBC,20210413,18.2857,18.4286,17.5238,17.5238,8590600
HBC,20210412,18.1429,18.5238,17.9048,18.2857,8944800
HBC,20210409,18.0952,18.4762,18.0952,18.0952,4941200
HBC,20210408,18.6190,18.7619,18.0952,18.0952,6237900
HBC,20210407,17.5714,18.3333,17.3333,18.3333,16673900
HBC,20210406,17.2381,17.5714,17.1429,17.1429,4357600
HBC,20210405,17.5238,17.7619,17.2381,17.2381,5818000
HBC,20210402,17.5238,17.5714,17.2381,17.3333,3786800
HBC,20210401,17.0952,17.3333,17.0476,17.2381,3769300
HBC,20210331,16.8571,17.4286,16.8571,16.9048,5261800
HBC,20210330,16.8571,16.9524,16.7143,16.8571,3631700
HBC,20210329,16.4762,16.9524,16.4762,16.8095,4024900
HBC,20210326,16.8571,17.1429,15.8571,16.4762,9008300
HBC,20210325,17.4286,17.6667,17.0476,17.0476,4670800
HBC,20210324,17.5714,18.0000,17.2857,17.3333,7352000
HBC,20210323,17.6190,18.1429,17.4762,17.6667,8297800
HBC,20210322,17.4762,17.7143,17.2381,17.4762,5814100
HBC,20210319,17.2857,17.6190,17.2857,17.3333,4570800
HBC,20210318,17.6190,17.7143,17.3333,17.4286,5474300
HBC,20210317,17.3333,17.5714,17.1905,17.3333,3972800
HBC,20210316,17.4286,17.6667,17.1905,17.2381,5256600
HBC,20210315,17.5238,17.7143,17.2857,17.4762,7296300
HBC,20210312,17.8571,18.0476,17.4286,17.5238,8552800
HBC,20210311,18.1905,18.3810,17.8571,17.9524,7452500
HBC,20210310,18.0952,18.2381,17.7143,17.8095,6929600
HBC,20210309,17.3810,18.3333,17.1429,17.9048,12542300
HBC,20210308,17.3810,17.9524,17.1905,17.5714,11852300
HBC,20210305,16.8571,17.3333,16.5714,17.0952,6015400
HBC,20210304,18.0000,18.0952,16.6667,16.8571,8285000
HBC,20210303,17.1905,18.0476,17.0000,17.8571,10388400
HBC,20210302,17.6190,17.6190,16.9524,17.1429,6174200
HBC,20210301,16.9524,17.6667,16.8571,17.4762,8435900
HBC,20210226,16.0476,17.0476,15.9048,16.8571,6757500
HBC,20210225,16.5714,16.8571,16.3810,16.5238,8023000
HBC,20210224,17.0476,17.1429,16.2857,16.4762,8674000
HBC,20210223,17.2381,17.6190,17.0000,17.0476,7537100
HBC,20210222,16.2857,17.3333,16.1905,17.1429,13709700
HBC,20210219,16.2381,16.6667,15.9048,16.2381,5886400
HBC,20210218,16.0476,16.5238,15.8095,16.0476,6725900
HBC,20210217,15.3333,16.0476,15.0476,16.0476,6730800
HBC,20210209,14.7619,15.1905,14.5238,15.0000,4504600
HBC,20210208,14.6190,15.9048,14.3810,14.6190,7216700
HBC,20210205,15.0476,15.6667,14.9524,15.3810,8906500
HBC,20210204,15.2381,15.7619,15.0476,15.0476,6395600
HBC,20210203,15.1429,15.6190,14.3810,15.4286,7616000
HBC,20210202,13.9524,15.4286,13.9524,14.7619,14056800
HBC,20210201,15.0000,15.9524,15.0000,15.0000,10699400
HBC,20210129,15.6190,17.1429,15.6190,16.0952,11369600
HBC,20210128,16.7619,17.5238,16.7619,16.7619,7056200
HBC,20210127,17.6190,19.0000,17.4286,18.0000,11943000
HBC,20210126,17.4286,18.1429,16.8571,18.0000,16070900
HBC,20210125,15.7143,17.0000,15.7143,17.0000,16095900
HBC,20210122,15.6667,16.3333,15.6190,15.9048,7836400
HBC,20210121,14.6667,15.2857,14.2857,15.2857,5469500
HBC,20210120,15.2381,15.2381,14.0000,14.2857,6927500
HBC,20210119,16.1429,16.1429,15.0476,15.0476,5946600
HBC,20210118,16.3333,16.4286,16.1429,16.1429,6578600
HBC,20210115,16.3810,16.6190,16.1905,16.2857,6902100
HBC,20210114,16.2857,16.4286,16.0476,16.1905,4899500
HBC,20210113,16.6667,16.6667,16.2381,16.3810,5982200
HBC,20210112,15.9524,16.7143,15.7143,16.4762,10515200
HBC,20210111,15.9048,16.3333,15.8571,15.9048,9200600
HBC,20210108,16.3810,16.5714,16.0476,16.1905,6452800
HBC,20210107,15.9048,16.3810,15.7143,16.3333,8242700
HBC,20210106,15.8571,16.4286,15.7619,15.9524,11056500
HBC,20210105,15.8095,16.0476,15.6190,15.8571,6337900
HBC,20210104,15.3810,16.1429,15.3810,15.9524,9011700
HBC,20201231,15.2857,15.3333,14.8571,15.2857,7312750
HBC,20201230,15.1429,15.7619,15.0952,15.1429,8156110
HBC,20201229,15.6190,16.0476,15.5238,15.6190,7833060
HBC,20201228,15.8095,16.1905,15.4762,15.7619,7714680
HBC,20201225,15.5714,15.6190,14.5238,15.5714,9845220
HBC,20201224,15.0476,15.5238,14.0000,14.9048,12074580
HBC,20201223,14.6190,15.6190,14.6190,14.9524,12596490
HBC,20201222,14.6190,14.7619,14.2857,14.6190,6738520
HBC,20201221,14.3810,14.7143,14.2857,14.4762,8913510
HBC,20201218,13.9524,14.5714,13.6667,14.3810,12783950
HBC,20201217,13.6667,14.1429,13.5714,13.7619,9646800
HBC,20201216,13.6190,13.7619,13.4762,13.6667,8708350
HBC,20201215,13.5714,13.9524,13.4286,13.5714,8187660
HBC,20201214,13.5714,13.8571,13.5238,13.6667,8428180
HBC,20201211,12.5865,13.3323,12.4932,13.2857,14336680
HBC,20201210,13.0526,13.1459,12.4932,12.4932,11205690
HBC,20201209,13.3323,13.4256,13.0060,13.0060,9077600
HBC,20201208,13.3790,13.5188,13.0060,13.3323,9616610
HBC,20201207,13.3323,13.6120,12.9128,13.3323,10518300
HBC,20201204,12.6797,13.2857,12.5865,13.0060,10328580
HBC,20201203,12.6331,12.8662,12.5865,12.6797,6801670
HBC,20201202,12.9128,13.1925,12.5399,12.6331,10473790
HBC,20201201,12.9128,13.0060,12.0271,12.9128,14895610
HBC,20201130,11.9805,12.5865,11.7940,12.3068,13065360
HBC,20201127,11.6075,11.8406,11.5609,11.8406,6731980
HBC,20201126,11.5609,11.6541,11.3278,11.6075,5585500
HBC,20201125,11.9338,12.0271,11.6541,11.6541,6828620
HBC,20201124,11.4677,12.0737,11.3744,11.8872,14680090
HBC,20201123,11.4677,11.6075,11.2346,11.4677,8108420
HBC,20201120,11.3278,11.5609,11.2346,11.4211,7361110
HBC,20201119,11.5609,11.7008,11.1880,11.2812,11301850
HBC,20201118,10.5353,11.2346,10.5353,11.2346,17441730
HBC,20201117,10.2090,10.5353,10.1158,10.5353,6814700
HBC,20201116,10.4887,10.4887,10.1624,10.1624,5205440
HBC,20201113,10.4421,10.5353,10.3489,10.3955,4436730
HBC,20201112,10.1624,10.4421,10.1158,10.3955,7549810
HBC,20201111,10.0226,10.1624,9.9759,10.0692,2976790
HBC,20201110,10.2556,10.3023,10.0226,10.0226,4061330
HBC,20201109,9.8827,10.1624,9.8827,10.0692,3826600
HBC,20201106,9.6030,9.8361,9.5564,9.7895,2332340
HBC,20201105,9.8361,9.9759,9.5564,9.5564,2966390
HBC,20201104,9.7429,9.9759,9.6030,9.8361,2896070
HBC,20201103,9.5564,9.7429,9.4632,9.6962,2753010
HBC,20201102,9.3699,9.5098,9.3233,9.4632,1806670
HBC,20201030,9.4165,9.5098,9.3140,9.3699,1590940
HBC,20201029,9.2394,9.5098,9.1928,9.3699,3845860
HBC,20201028,9.5098,9.6030,9.3140,9.3140,5621980
HBC,20201027,9.9293,10.0226,9.5564,9.6030,6096930
HBC,20201026,10.1624,10.3023,9.9759,9.9759,4408710
HBC,20201023,10.3489,10.4887,10.1624,10.1624,4542590
HBC,20201022,10.2090,10.3955,10.1158,10.3023,2955340
HBC,20201021,10.5820,10.6286,10.3023,10.3023,3937160
HBC,20201020,10.5353,10.6286,10.3955,10.5353,4397370
HBC,20201019,10.3489,10.6752,10.3023,10.6286,8095860
HBC,20201016,10.2556,10.3955,10.0692,10.2556,5216050
HBC,20201015,10.0226,10.3955,9.9759,10.0692,5890720
HBC,20201014,10.0692,10.1624,10.0226,10.0226,3689870
HBC,20201013,10.0692,10.2090,9.9293,10.0692,4379270
HBC,20201012,10.6752,10.6752,10.0692,10.0692,7067870
HBC,20201009,10.3955,10.5353,10.2556,10.5353,4060990
HBC,20201008,10.6752,10.6752,10.3023,10.3489,7047200
HBC,20201007,10.7218,10.9083,10.5353,10.5353,7597740
HBC,20201006,10.9549,11.1880,10.7684,10.9083,8189920
HBC,20201005,10.3023,10.8617,10.3023,10.7218,8808080
HBC,20201002,10.1624,10.7218,10.0226,10.3023,13340990
HBC,20201001,10.2090,10.3489,10.1158,10.1624,4456310
HBC,20200930,9.9759,10.1624,9.7895,10.1158,4554630
HBC,20200929,10.5820,10.6286,9.9293,9.9293,6644340
HBC,20200928,10.3489,10.4887,10.2556,10.4421,6813850
HBC,20200925,10.3955,10.4421,10.0692,10.2090,6471620
HBC,20200924,10.3955,10.5820,10.2090,10.3489,8419350
HBC,20200923,10.0226,10.3955,10.0226,10.3955,14065680
HBC,20200922,9.7429,9.8827,9.6496,9.7429,4926800
HBC,20200921,9.8361,10.0226,9.6496,9.7429,8694400
HBC,20200918,9.7429,9.8827,9.6496,9.7429,3384730
HBC,20200917,10.0226,10.0692,9.6030,9.7895,6672370
HBC,20200916,9.4165,9.8827,9.3699,9.8827,8619110
HBC,20200915,9.6962,9.6962,9.4165,9.4165,4381360
HBC,20200914,9.2208,9.5098,9.2208,9.5098,7018130
HBC,20200911,9.1555,9.2394,9.1555,9.1928,1587500
HBC,20200910,9.2301,9.2767,9.1555,9.1555,2380000
HBC,20200909,9.0250,9.1928,8.9597,9.1835,2359060
HBC,20200908,9.1368,9.1368,9.0250,9.1089,3045080
HBC,20200907,9.3047,9.3699,9.0529,9.0623,5627160
HBC,20200904,9.2394,9.3699,9.2394,9.3047,3280750
HBC,20200903,9.4632,9.5098,9.3233,9.3699,3026500
HBC,20200901,9.2953,9.4632,9.2953,9.3699,2541670
HBC,20200831,9.3699,9.4632,9.2208,9.2953,4616100
HBC,20200828,9.6030,9.6030,9.3699,9.3699,5423340
HBC,20200827,9.4165,9.5564,9.4165,9.5098,2508430
HBC,20200826,9.4632,9.6962,9.3699,9.4165,4250300
HBC,20200825,9.1462,9.7429,9.0623,9.4165,8741050
HBC,20200824,9.0156,9.1182,9.0063,9.1182,3527650
HBC,20200821,8.9504,8.9970,8.8571,8.9411,2782710
HBC,20200820,9.0343,9.0436,8.8571,8.8851,3142500
HBC,20200819,9.1368,9.1835,8.9970,9.0343,3905390
HBC,20200818,9.0902,9.2953,9.0529,9.0996,4563810
HBC,20200817,9.0436,9.0716,8.7546,9.0436,4624820
HBC,20200814,8.7826,8.9411,8.7453,8.7639,4623860
HBC,20200813,8.8105,8.9038,8.7453,8.7546,3742460
HBC,20200812,8.8105,8.8851,8.6893,8.7639,3208620
HBC,20200811,8.7732,8.9038,8.7453,8.8105,2216340
HBC,20200810,8.5961,8.9411,8.5774,8.7732,4748180
HBC,20200807,8.5588,8.7173,8.4749,8.5215,3969720
HBC,20200806,8.6241,8.7173,8.4842,8.5681,3332880
HBC,20200805,8.5029,8.7639,8.4003,8.6614,4031110
HBC,20200804,8.2977,8.6054,8.2977,8.5029,4236870
HBC,20200803,7.6451,8.1952,7.6451,8.1299,3502030
HBC,20200731,7.7850,7.9714,7.7384,7.7384,4220450
HBC,20200730,8.0647,8.2977,8.0647,8.1206,1787960
HBC,20200729,8.1859,8.3910,7.9901,8.1113,6698840
HBC,20200728,8.2977,8.7359,7.7850,8.5868,6890460
HBC,20200727,8.3071,8.6707,8.3071,8.3071,4229410
HBC,20200724,9.4632,9.5564,8.9317,8.9317,8265050
HBC,20200723,9.7895,9.7895,9.4165,9.6030,2694470
HBC,20200722,9.9759,9.9759,9.6962,9.7429,1639650
HBC,20200721,9.8361,9.9759,9.6962,9.8827,2268060
