<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HBC,20110208,2.9739,3.0741,2.8736,3.0741,46840
HBC,20110128,2.8736,2.9672,2.8736,2.9672,28150
HBC,20110127,2.8068,2.9939,2.8068,2.9271,27420
HBC,20110126,2.9071,2.9271,2.8870,2.9271,32720
HBC,20110125,2.8135,2.9405,2.8135,2.9271,55630
HBC,20110124,2.8068,2.8736,2.8068,2.8536,30020
HBC,20110121,2.9004,2.9271,2.8603,2.8603,25630
HBC,20110120,2.8803,2.9338,2.8736,2.9004,23950
HBC,20110119,2.8870,2.9405,2.8870,2.9004,80910
HBC,20110118,2.8736,2.9405,2.8736,2.9405,40880
HBC,20110117,2.9271,2.9271,2.8736,2.8870,48420
HBC,20110114,2.9405,2.9405,2.8736,2.8870,36000
HBC,20110113,2.8068,2.9004,2.8068,2.8803,47550
HBC,20110112,2.8469,2.8736,2.7734,2.8736,10150
HBC,20110111,2.7199,2.8736,2.7199,2.8469,13880
HBC,20110110,2.8068,2.8202,2.8068,2.8202,3890
HBC,20110107,2.7734,2.8402,2.7734,2.8202,7370
HBC,20110106,2.8803,2.8803,2.8068,2.8202,96880
HBC,20110105,2.7533,2.9338,2.7533,2.8202,56960
HBC,20110104,2.7801,2.8402,2.7801,2.8068,53550
HBC,20101231,2.8001,2.8068,2.6732,2.8068,56350
HBC,20101230,2.8402,2.8402,2.7133,2.7133,145570
HBC,20101229,2.8068,2.8536,2.8068,2.8402,113320
HBC,20101228,2.7801,2.8402,2.7667,2.8402,14430
HBC,20101227,2.7133,2.8068,2.7133,2.8068,13710
HBC,20101224,2.8068,2.8068,2.7400,2.8001,15160
HBC,20101223,2.8402,2.8402,2.8135,2.8402,7580
HBC,20101222,2.8269,2.9204,2.8269,2.8736,14900
HBC,20101221,2.8135,2.9204,2.8135,2.9204,9360
HBC,20101220,2.9405,2.9405,2.8402,2.9204,9800
HBC,20101217,2.8068,2.8736,2.8001,2.8269,13200
HBC,20101216,2.8068,2.8736,2.8001,2.8736,27100
HBC,20101215,2.9405,2.9405,2.8469,2.8536,21690
HBC,20101214,2.8603,2.9405,2.8469,2.9405,39870
HBC,20101213,2.9472,2.9806,2.8736,2.9739,81920
HBC,20101210,2.9405,2.9405,2.8001,2.8402,26030
HBC,20101209,2.8068,2.8469,2.8068,2.8469,33820
HBC,20101208,2.8736,2.9405,2.8135,2.8135,23020
HBC,20101207,2.9739,3.0006,2.9405,2.9405,42570
HBC,20101206,2.9739,3.0073,2.9338,2.9739,52500
HBC,20101203,2.8736,2.9739,2.8469,2.9739,46160
HBC,20101202,2.7533,2.8402,2.7400,2.8402,17470
HBC,20101201,2.6732,2.8001,2.6732,2.8001,23510
HBC,20101130,2.8402,2.8736,2.7400,2.7400,23830
HBC,20101129,2.7400,2.8736,2.7066,2.7400,8360
HBC,20101126,2.7400,2.7600,2.7199,2.7400,33090
HBC,20101125,2.6732,2.7667,2.6665,2.7400,19130
HBC,20101124,2.6464,2.6732,2.5729,2.6464,20640
HBC,20101123,2.5930,2.6531,2.5930,2.6464,10640
HBC,20101122,2.6798,2.6798,2.6063,2.6264,12180
HBC,20101119,2.7333,2.7333,2.6865,2.7066,29390
HBC,20101118,2.6932,2.7400,2.6932,2.7333,15260
HBC,20101117,2.5462,2.6732,2.5462,2.6598,3440
HBC,20101116,2.6063,2.6732,2.5462,2.5996,11850
HBC,20101115,2.7400,2.7400,2.6531,2.6531,24120
HBC,20101112,2.8068,2.8402,2.7333,2.7734,67070
HBC,20101111,2.8803,2.8870,2.8670,2.8736,19190
HBC,20101110,2.8536,2.9605,2.8536,2.8937,8760
HBC,20101109,2.9538,3.0273,2.9538,2.9806,54490
HBC,20101108,3.1009,3.1009,3.0207,3.0207,28550
HBC,20101105,3.0140,3.1009,3.0140,3.0942,41680
HBC,20101104,3.0073,3.0273,2.9806,3.0140,45950
HBC,20101103,2.9739,2.9806,2.9538,2.9739,42400
HBC,20101102,2.9739,3.0273,2.9204,2.9806,36040
HBC,20101101,2.9071,3.0407,2.8937,3.0073,35840
HBC,20101029,2.8536,2.9472,2.8536,2.9472,13010
HBC,20101028,2.9071,2.9204,2.8803,2.9204,4240
HBC,20101027,2.9739,2.9872,2.9137,2.9271,21850
HBC,20101026,2.8335,3.0006,2.8335,2.9739,40250
HBC,20101025,2.8135,2.9405,2.8135,2.9338,88680
HBC,20101022,2.9672,2.9672,2.8402,2.8803,56010
HBC,20101021,2.9672,2.9672,2.8068,2.8736,112890
HBC,20101020,3.0273,3.0407,2.8803,2.8870,161820
HBC,20101019,3.1075,3.1142,3.0073,3.0273,88370
HBC,20101018,3.1142,3.1476,3.1075,3.1075,35700
HBC,20101015,3.0741,3.1543,3.0407,3.1476,196580
HBC,20101014,2.8536,3.0073,2.8536,3.0073,138970
HBC,20101013,2.8536,2.9204,2.8469,2.9071,33430
HBC,20101012,2.9071,2.9271,2.8670,2.9071,34700
HBC,20101011,2.8068,2.9204,2.8068,2.9071,43050
HBC,20101008,2.8135,2.8736,2.8135,2.8736,31050
HBC,20101007,2.8068,2.9405,2.8068,2.9004,56560
HBC,20101006,2.8068,2.9071,2.7801,2.9071,74810
HBC,20101005,2.6732,2.8068,2.6665,2.8068,92010
HBC,20101004,2.7266,2.7266,2.6732,2.6732,63220
HBC,20101001,2.6331,2.6999,2.6331,2.6999,55170
HBC,20100930,2.6130,2.7066,2.6063,2.6665,7630
HBC,20100929,2.7333,2.7400,2.6865,2.6932,73380
HBC,20100928,2.6665,2.7333,2.6665,2.6865,27000
HBC,20100927,2.6130,2.6732,2.6130,2.6732,59050
HBC,20100924,2.6732,2.6932,2.6397,2.6732,31010
HBC,20100923,2.6665,2.6932,2.6531,2.6932,45860
HBC,20100922,2.6732,2.6865,2.6531,2.6665,21510
HBC,20100921,2.6798,2.7199,2.6598,2.7133,35330
HBC,20100920,2.7533,2.8736,2.7199,2.7199,7810
HBC,20100917,2.6331,2.7533,2.6331,2.7533,11320
HBC,20100916,2.5729,2.6531,2.5729,2.6331,27140
HBC,20100915,2.5462,2.6531,2.5462,2.6331,8740
HBC,20100914,2.6732,2.6732,2.6397,2.6531,25370
HBC,20100913,2.6130,2.6464,2.5996,2.6397,29370
HBC,20100910,2.7133,2.7199,2.6999,2.6999,18050
HBC,20100909,2.7734,2.8001,2.7066,2.7400,49600
HBC,20100908,2.7066,2.7400,2.7066,2.7333,40310
HBC,20100907,2.8068,2.8068,2.7400,2.7734,21960
HBC,20100906,2.7734,2.8402,2.7734,2.8402,33440
HBC,20100901,2.7934,2.7934,2.7400,2.7400,32050
HBC,20100831,2.7400,2.8068,2.7133,2.7734,37710
HBC,20100830,2.7400,2.8135,2.7400,2.7934,51400
HBC,20100827,2.6732,2.7868,2.6464,2.6798,30470
HBC,20100826,2.7734,2.7734,2.6732,2.7400,58310
HBC,20100825,2.8068,2.8736,2.7400,2.7734,140220
HBC,20100824,2.8135,2.9271,2.8068,2.8736,28660
HBC,20100823,2.9739,2.9739,2.9204,2.9405,65500
HBC,20100820,2.8736,2.9338,2.8736,2.9338,21300
HBC,20100819,2.8736,2.9739,2.8736,2.9338,39210
HBC,20100818,2.8670,2.9271,2.8670,2.9271,15700
HBC,20100817,2.8937,2.9405,2.8736,2.9405,35960
HBC,20100816,2.9338,2.9338,2.8135,2.8937,18050
HBC,20100813,2.7934,2.8202,2.7801,2.8202,84910
HBC,20100812,2.8402,2.8469,2.7868,2.8202,84010
HBC,20100811,2.8870,2.9271,2.8736,2.9271,83200
HBC,20100810,2.8402,2.8870,2.7934,2.8736,91610
HBC,20100809,2.8937,2.9004,2.8603,2.8803,172920
HBC,20100806,2.8469,2.9472,2.8469,2.9472,110250
HBC,20100805,2.8803,2.9405,2.8736,2.9338,100340
HBC,20100804,2.9806,2.9806,2.9071,2.9405,104850
HBC,20100803,3.0073,3.0140,2.9806,2.9806,83490
HBC,20100802,2.9806,2.9806,2.9204,2.9806,113910
HBC,20100730,3.0073,3.0407,2.9806,2.9806,115430
HBC,20100729,3.0140,3.0674,2.9739,3.0674,137910
HBC,20100728,3.0073,3.0674,2.9739,3.0674,184200
HBC,20100727,2.9071,3.0073,2.9071,3.0073,288320
HBC,20100726,2.8068,2.8937,2.8068,2.8937,258510
HBC,20100723,2.7600,2.7600,2.7066,2.7600,181100
HBC,20100722,2.6932,2.7400,2.6865,2.6865,114780
HBC,20100721,2.7600,2.7600,2.6732,2.6932,191140
HBC,20100720,2.6397,2.6397,2.5796,2.6331,251840
HBC,20100719,2.4593,2.5395,2.4526,2.5395,156750
HBC,20100716,2.4058,2.4660,2.4058,2.4393,81830
HBC,20100715,2.4058,2.4593,2.4058,2.4393,66800
HBC,20100714,2.4326,2.4326,2.3724,2.4058,73180
HBC,20100713,2.3724,2.3724,2.3657,2.3724,29830
HBC,20100712,2.3791,2.3791,2.3190,2.3190,44850
HBC,20100709,2.3724,2.3724,2.3256,2.3390,22280
HBC,20100708,2.2588,2.3323,2.2588,2.3256,42650
HBC,20100707,2.3858,2.3925,2.2922,2.3056,30310
HBC,20100706,2.2786,2.3257,2.2786,2.2904,86220
HBC,20100705,2.3375,2.3375,2.3081,2.3198,30370
HBC,20100702,2.3081,2.3198,2.2963,2.3081,25120
HBC,20100701,2.2904,2.3257,2.2904,2.2963,32840
HBC,20100630,2.2551,2.2963,2.2492,2.2904,116960
HBC,20100629,2.2492,2.2610,2.2492,2.2551,51570
HBC,20100628,2.2374,2.2551,2.2374,2.2492,85430
HBC,20100625,2.2610,2.2610,2.2374,2.2374,30280
HBC,20100624,2.2610,2.2669,2.2610,2.2610,14230
HBC,20100623,2.2492,2.2904,2.2433,2.2727,23800
HBC,20100622,2.2492,2.2727,2.2433,2.2727,34290
HBC,20100621,2.3257,2.3257,2.2374,2.2374,21370
HBC,20100618,2.3375,2.3375,2.3140,2.3257,74280
HBC,20100617,2.3434,2.3434,2.2963,2.3198,23980
HBC,20100616,2.3140,2.3434,2.3022,2.3434,30830
HBC,20100615,2.2551,2.2963,2.2551,2.2963,84890
HBC,20100614,2.2727,2.3081,2.2727,2.2963,35960
HBC,20100611,2.3140,2.3257,2.2727,2.2727,24820
HBC,20100610,2.2374,2.3140,2.2374,2.3140,30710
HBC,20100609,2.2669,2.2669,2.2256,2.2256,15580
HBC,20100608,2.1903,2.2669,2.1903,2.2669,10240
HBC,20100607,2.2669,2.3081,2.2374,2.2610,44090
HBC,20100604,2.3552,2.3552,2.3140,2.3552,29870
HBC,20100603,2.4317,2.4317,2.3375,2.3493,7040
HBC,20100602,2.3257,2.3611,2.3257,2.3375,77290
HBC,20100601,2.3081,2.4082,2.3081,2.4023,16730
HBC,20100531,2.3611,2.5024,2.3552,2.3552,25200
HBC,20100528,2.3552,2.4612,2.3552,2.4612,48190
HBC,20100527,2.3257,2.3493,2.2374,2.3493,10430
HBC,20100526,2.2080,2.3140,2.2080,2.3140,16030
HBC,20100525,2.2080,2.2315,2.2080,2.2080,30230
HBC,20100524,2.1550,2.2963,2.1550,2.2669,10070
HBC,20100521,2.2315,2.2315,2.2197,2.2197,34950
HBC,20100520,2.1844,2.3316,2.1844,2.3316,26800
HBC,20100519,2.3552,2.3611,2.2963,2.2963,39010
HBC,20100518,2.3493,2.4141,2.3493,2.4141,13210
HBC,20100517,2.4788,2.5024,2.4317,2.4317,74760
HBC,20100514,2.5200,2.5848,2.5200,2.5318,50830
HBC,20100513,2.5436,2.5966,2.5318,2.5318,62920
HBC,20100512,2.5318,2.6201,2.5318,2.5436,66000
HBC,20100511,2.5848,2.6260,2.5083,2.6260,109520
HBC,20100510,2.4847,2.5024,2.4553,2.5024,101500
HBC,20100507,2.5318,2.5671,2.4847,2.5318,165010
HBC,20100506,2.6025,2.6319,2.5907,2.6142,46730
HBC,20100505,2.6672,2.6672,2.6142,2.6142,47140
HBC,20100504,2.6672,2.6672,2.6260,2.6672,157200
HBC,20100429,2.5318,2.5612,2.5024,2.5436,115150
HBC,20100428,2.5377,2.5377,2.5024,2.5318,51040
HBC,20100427,2.4965,2.5612,2.4965,2.5377,58780
HBC,20100426,2.5318,2.5436,2.5024,2.5024,117970
HBC,20100422,2.5318,2.5612,2.5024,2.5318,75530
HBC,20100421,2.4965,2.4965,2.4670,2.4847,70240
HBC,20100420,2.5671,2.5671,2.4729,2.4847,150260
HBC,20100419,2.4847,2.4847,2.4729,2.4847,253530
HBC,20100416,2.3846,2.3846,2.3552,2.3669,82750
HBC,20100415,2.4141,2.4141,2.3316,2.3375,62380
HBC,20100414,2.3552,2.3552,2.3316,2.3316,29290
HBC,20100413,2.3552,2.4141,2.3552,2.3552,25180
HBC,20100412,2.3375,2.4494,2.3375,2.3552,160080
HBC,20100409,2.2963,2.3669,2.2963,2.3375,32110
HBC,20100408,2.3434,2.4141,2.3434,2.3669,27300
HBC,20100407,2.4141,2.4141,2.3375,2.4082,43220
HBC,20100406,2.4258,2.4258,2.3846,2.4141,210030
HBC,20100405,2.2080,2.3140,2.2080,2.3140,127910
HBC,20100402,2.1432,2.2080,2.1432,2.2080,55700
HBC,20100401,2.1432,2.1785,2.1255,2.1726,9300
HBC,20100331,2.1255,2.1785,2.1255,2.1432,9310
HBC,20100330,2.1844,2.1962,2.1491,2.1491,17510
HBC,20100329,2.1844,2.2080,2.1844,2.1962,6200
HBC,20100326,2.2315,2.2315,2.1844,2.2080,8400
HBC,20100325,2.1903,2.2315,2.1903,2.1962,25790
HBC,20100324,2.2374,2.2374,2.2256,2.2374,18830
HBC,20100323,2.2374,2.2904,2.1903,2.2374,58410
HBC,20100322,2.2080,2.2374,2.2080,2.2374,25070
HBC,20100319,2.2374,2.2374,2.2139,2.2374,40950
HBC,20100318,2.2374,2.2669,2.2256,2.2610,55140
HBC,20100317,2.2374,2.2669,2.2374,2.2669,25280
HBC,20100316,2.2669,2.2727,2.2374,2.2374,31660
HBC,20100315,2.4023,2.4023,2.3022,2.3022,42720
HBC,20100312,2.2610,2.2963,2.2433,2.2963,77160
HBC,20100311,2.2669,2.2963,2.2551,2.2610,36500
HBC,20100310,2.2374,2.2963,2.2374,2.2610,18580
HBC,20100309,2.2904,2.2904,2.2433,2.2904,44950
HBC,20100308,2.2727,2.3257,2.2727,2.2904,10480
HBC,20100305,2.2610,2.2845,2.2610,2.2727,68500
HBC,20100304,2.2433,2.2786,2.2433,2.2669,49990
HBC,20100303,2.1785,2.2610,2.1785,2.2374,3390
HBC,20100302,2.2080,2.2139,2.2021,2.2139,17820
HBC,20100301,2.2021,2.2139,2.2021,2.2139,31160
HBC,20100226,2.1550,2.2021,2.1550,2.2021,39700
HBC,20100225,2.1785,2.1785,2.1785,2.1785,18470
HBC,20100224,2.1255,2.1432,2.1255,2.1432,56720
HBC,20100223,2.1314,2.1550,2.1197,2.1255,18800
HBC,20100222,2.2080,2.2139,2.1314,2.2080,18230
HBC,20100212,2.1726,2.1726,2.1432,2.1491,18300
HBC,20100211,2.1491,2.1550,2.1314,2.1491,20300
HBC,20100210,2.1020,2.1491,2.1020,2.1491,14240
HBC,20100209,2.1373,2.1491,2.1079,2.1079,37300
HBC,20100208,2.1550,2.1550,2.1373,2.1373,70030
HBC,20100205,2.1550,2.1609,2.1432,2.1491,53400
HBC,20100204,2.1609,2.1785,2.1550,2.1726,72460
HBC,20100203,2.1844,2.1844,2.1668,2.1668,39610
HBC,20100202,2.1903,2.2021,2.1785,2.1785,35850
HBC,20100201,2.1844,2.2080,2.1844,2.1844,21240
HBC,20100129,2.1373,2.1962,2.1373,2.1903,35280
HBC,20100128,2.1550,2.2139,2.1550,2.1785,20980
HBC,20100127,2.1550,2.2492,2.1550,2.1962,124550
HBC,20100126,2.1785,2.1785,2.1197,2.1726,36560
HBC,20100125,2.0843,2.0843,2.0313,2.0784,31890
HBC,20100122,1.9842,2.0608,1.9842,2.0608,53090
HBC,20100121,2.0490,2.0902,2.0313,2.0608,66370
HBC,20100120,2.0726,2.1197,2.0726,2.1079,49820
HBC,20100119,2.0667,2.1491,2.0667,2.1197,50980
HBC,20100118,2.0784,2.1138,2.0431,2.1138,62110
HBC,20100115,2.0902,2.1785,2.0902,2.1491,72830
HBC,20100114,2.1609,2.1609,2.0961,2.1491,27910
HBC,20100113,2.0608,2.1020,2.0019,2.1020,66360
HBC,20100112,2.1197,2.1255,2.0667,2.1020,79910
HBC,20100111,2.1726,2.1726,2.0608,2.1079,39280
HBC,20100108,2.2315,2.2374,2.0902,2.0902,108290
HBC,20100107,2.1609,2.2256,2.1550,2.1962,49000
HBC,20100106,2.1550,2.1785,2.1432,2.1668,74520
HBC,20100105,2.1903,2.1903,2.1079,2.1726,51250
HBC,20100104,2.0608,2.0902,2.0196,2.0902,78210
HBC,20091231,2.0313,2.0372,1.9960,1.9960,130530
HBC,20091230,1.9430,2.0137,1.9430,1.9960,62400
HBC,20091229,1.9725,1.9960,1.9254,1.9430,58490
HBC,20091228,1.9725,1.9960,1.9430,1.9725,95680
HBC,20091225,1.8841,1.9430,1.8841,1.9430,188800
HBC,20091224,1.8135,1.8547,1.7546,1.8547,64270
HBC,20091223,1.7664,1.8194,1.7546,1.8135,63880
HBC,20091222,1.8135,1.8253,1.7840,1.8194,159370
HBC,20091221,1.7428,1.7428,1.7428,1.7428,17850
HBC,20091218,1.5897,1.6604,1.5897,1.6604,62430
HBC,20091217,1.6545,1.6545,1.5839,1.5839,89510
HBC,20091216,1.6898,1.7782,1.6545,1.6545,56960
HBC,20091215,1.8017,1.8017,1.7369,1.7369,16890
HBC,20091214,1.7016,1.7899,1.7016,1.7899,85560
HBC,20091211,1.7899,1.8135,1.6898,1.7075,99070
HBC,20091210,1.8194,1.8194,1.7605,1.7782,117030
HBC,20091209,1.7664,1.7958,1.7664,1.7723,161420
HBC,20091208,1.8900,1.9077,1.8076,1.8253,66660
HBC,20091207,1.8782,1.8959,1.8429,1.8841,31910
HBC,20091204,1.8429,1.9018,1.8194,1.8841,28620
HBC,20091203,1.8253,1.8841,1.8194,1.8311,67260
HBC,20091202,1.9430,1.9607,1.8900,1.8900,104220
HBC,20091201,1.9725,2.0431,1.9725,1.9842,62790
HBC,20091130,1.9666,2.0254,1.9136,1.9783,60740
HBC,20091127,1.7899,1.9666,1.7899,1.9666,245520
HBC,20091126,1.8782,1.9430,1.8782,1.8782,100300
HBC,20091125,2.0608,2.0608,1.9725,1.9725,191010
HBC,20091124,2.1668,2.1668,2.0667,2.0726,152880
HBC,20091123,2.2080,2.2139,2.1255,2.1255,134410
HBC,20091120,2.2845,2.3257,2.2374,2.2374,101540
HBC,20091119,2.3552,2.3611,2.2963,2.3022,153510
HBC,20091118,2.2727,2.2845,2.2374,2.2845,152630
HBC,20091117,2.2669,2.3198,2.2669,2.2669,275930
HBC,20091116,2.2374,2.3493,2.2139,2.2433,148910
HBC,20091113,2.1903,2.2963,2.1903,2.2374,180920
HBC,20091112,2.2080,2.3140,2.2080,2.2669,133820
HBC,20091111,2.1609,2.2080,2.1491,2.2080,119530
HBC,20091110,2.0608,2.1491,2.0019,2.1491,252330
HBC,20091109,2.0902,2.1550,2.0549,2.0608,116560
HBC,20091106,2.2551,2.2551,2.1550,2.1550,254810
HBC,20091105,2.1079,2.1491,2.0608,2.1491,261880
HBC,20091104,2.0372,2.1491,2.0196,2.0490,215200
HBC,20091103,2.1609,2.1726,2.1138,2.1138,176500
HBC,20091102,2.2197,2.2197,2.2197,2.2197,114780
HBC,20091030,2.3846,2.3846,2.2904,2.3316,245430
HBC,20091029,2.3022,2.3140,2.3022,2.3022,257030
HBC,20091028,2.5259,2.5259,2.4199,2.4199,176060
HBC,20091027,2.4847,2.4965,2.3728,2.4435,443700
HBC,20091026,2.5436,2.5436,2.4729,2.4965,657810
HBC,20091023,2.5612,2.6437,2.4258,2.4258,613560
HBC,20091022,2.5789,2.5789,2.5318,2.5495,362230
HBC,20091021,2.6201,2.6613,2.5554,2.5612,464610
HBC,20091020,2.7261,2.7261,2.6025,2.6731,405640
HBC,20091019,2.4965,2.6201,2.4965,2.6201,845100
HBC,20091016,2.4965,2.6908,2.4965,2.4965,1307570
HBC,20091015,2.6201,2.6201,2.6201,2.6201,103960
HBC,20091014,2.4965,2.4965,2.4965,2.4965,262450
HBC,20091013,2.3787,2.3787,2.3787,2.3787,469370
HBC,20091012,2.2669,2.2669,2.2669,2.2669,115290
HBC,20091009,2.1079,2.1609,2.0961,2.1609,375740
HBC,20091008,2.1020,2.1020,2.0549,2.0608,190720
HBC,20091007,2.0608,2.1020,2.0608,2.1020,251400
HBC,20091006,2.0431,2.0431,1.9901,2.0019,101010
HBC,20091005,2.0254,2.0254,1.9136,1.9725,189010
HBC,20091002,1.9783,2.0313,1.9725,1.9725,283040
HBC,20091001,2.0784,2.1432,2.0726,2.0726,206170
HBC,20090930,2.1785,2.1962,2.1255,2.1255,200690
HBC,20090929,2.1785,2.2197,2.1609,2.1785,234490
HBC,20090928,2.2433,2.2610,2.1903,2.1903,294100
HBC,20090925,2.1903,2.2669,2.1844,2.2669,260660
HBC,20090924,2.2197,2.3022,2.1785,2.2080,458940
HBC,20090923,2.5024,2.5024,2.2786,2.2786,433050
HBC,20090922,2.2845,2.3964,2.2669,2.3964,682870
HBC,20090921,2.2669,2.2845,2.2315,2.2845,579210
HBC,20090918,2.0667,2.2021,2.0667,2.1785,446290
HBC,20090917,2.0961,2.1138,2.0490,2.1020,462110
HBC,20090916,2.1197,2.1726,2.0843,2.0961,457380
HBC,20090915,2.2080,2.2080,2.1314,2.1726,321500
HBC,20090914,2.1491,2.1844,2.1373,2.1844,789760
HBC,20090911,2.0254,2.0843,1.9842,2.0843,1032170
HBC,20090910,1.9901,2.0196,1.9430,1.9901,102240
HBC,20090909,2.0313,2.0549,1.9783,2.0196,282120
HBC,20090908,1.9077,2.0019,1.9077,1.9960,303720
HBC,20090907,1.8959,1.9842,1.8665,1.9077,255450
HBC,20090904,1.9901,2.0254,1.8959,1.8959,321170
HBC,20090903,2.0019,2.0608,1.9842,1.9901,359300
HBC,20090901,1.9430,2.1020,1.9430,2.0843,276630
HBC,20090831,2.0019,2.0196,1.9371,2.0196,492280
HBC,20090828,1.9254,1.9254,1.9136,1.9254,424230
HBC,20090827,1.8135,1.8370,1.7958,1.8370,185480
HBC,20090826,1.8253,1.8547,1.8194,1.8194,130120
HBC,20090825,1.7958,1.8311,1.7899,1.8194,125040
HBC,20090824,1.8194,1.8841,1.8194,1.8311,243230
HBC,20090821,1.9548,1.9607,1.8841,1.8841,268740
HBC,20090820,1.8665,1.8724,1.8253,1.8724,185850
HBC,20090819,1.7605,1.8135,1.7369,1.8135,264390
HBC,20090818,1.6839,1.7664,1.6839,1.7311,126790
HBC,20090817,1.7664,1.7899,1.7428,1.7428,109040
HBC,20090814,1.7958,1.8253,1.7958,1.8135,216460
HBC,20090813,1.9430,1.9430,1.8665,1.8665,226610
HBC,20090812,1.8253,1.8841,1.8253,1.8841,245590
HBC,20090811,1.7546,1.8194,1.7311,1.8194,324530
HBC,20090810,1.7134,1.7546,1.6781,1.7546,318900
HBC,20090807,1.6486,1.7016,1.6486,1.6722,156480
HBC,20090806,1.7193,1.7487,1.6781,1.6781,533230
HBC,20090805,1.5780,1.6663,1.5780,1.6663,192810
HBC,20090804,1.5897,1.5897,1.5780,1.5897,157770
HBC,20090803,1.5897,1.5956,1.5839,1.5839,116760
HBC,20090731,1.5897,1.6074,1.5897,1.6015,138750
HBC,20090730,1.5956,1.6015,1.5662,1.5897,80190
HBC,20090729,1.5897,1.6133,1.5839,1.5897,116600
HBC,20090728,1.5662,1.6192,1.5603,1.5839,270390
HBC,20090727,1.5956,1.6722,1.5956,1.6192,676200
HBC,20090724,1.6781,1.6781,1.6781,1.6781,55740
HBC,20090723,1.5367,1.6015,1.5367,1.6015,167740
HBC,20090722,1.6192,1.6192,1.5662,1.5662,66250
HBC,20090721,1.5662,1.6192,1.5662,1.5839,65090
HBC,20090720,1.6486,1.6486,1.6015,1.6015,64190
HBC,20090717,1.7252,1.7369,1.6781,1.6839,131610
HBC,20090716,1.7193,1.7193,1.6781,1.6898,173320
HBC,20090715,1.5839,1.6427,1.5839,1.6427,152670
HBC,20090714,1.5367,1.5897,1.5191,1.5839,166460
HBC,20090713,1.5662,1.5662,1.5250,1.5250,79610
HBC,20090710,1.6368,1.6368,1.5662,1.5839,86680
HBC,20090709,1.7016,1.7016,1.6368,1.6368,151300
HBC,20090708,1.7075,1.7311,1.6545,1.7075,164080
HBC,20090707,1.6957,1.7369,1.6781,1.7369,272100
HBC,20090706,1.6545,1.6545,1.6368,1.6545,61910
HBC,20090703,1.5073,1.5780,1.5073,1.5780,134450
HBC,20090702,1.5603,1.6545,1.5014,1.5780,228400
HBC,20090701,1.5780,1.5780,1.5780,1.5780,54840
HBC,20090630,1.7840,1.7840,1.6604,1.6604,135100
HBC,20090629,1.7428,1.8194,1.7428,1.7428,193150
HBC,20090626,1.8076,1.8900,1.8017,1.8194,283490
HBC,20090625,1.9136,1.9842,1.8959,1.8959,242260
HBC,20090624,1.8841,1.9901,1.8841,1.9901,468130
HBC,20090623,1.8959,1.8959,1.8959,1.8959,69940
HBC,20090622,1.9960,2.0313,1.9901,1.9901,252610
HBC,20090619,2.0902,2.0902,2.0313,2.0902,690840
HBC,20090618,2.0372,2.0372,1.9312,1.9960,347400
HBC,20090617,1.9077,1.9430,1.9077,1.9430,465930
HBC,20090616,2.0078,2.0078,2.0078,2.0078,55080
HBC,20090615,2.1373,2.2727,2.1079,2.1079,690050
HBC,20090612,2.2139,2.2139,2.1785,2.2139,568320
HBC,20090611,2.1138,2.1138,2.1079,2.1138,140740
HBC,20090610,2.0137,2.0137,1.9195,2.0137,892060
HBC,20090609,1.9195,1.9195,1.8841,1.9195,661960
HBC,20090608,1.8311,1.8311,1.8311,1.8311,21960
HBC,20090605,1.7487,1.7487,1.7487,1.7487,41760
HBC,20090604,1.6604,1.6663,1.6486,1.6663,282300
HBC,20090603,1.6368,1.6368,1.5721,1.5897,163720
HBC,20090602,1.6604,1.6604,1.6192,1.6368,243050
HBC,20090601,1.5132,1.5839,1.5132,1.5839,255190
HBC,20090529,1.4896,1.5544,1.4190,1.5132,299030
HBC,20090528,1.4896,1.5603,1.4896,1.4896,292740
HBC,20090527,1.6486,1.6486,1.5662,1.5662,423280
HBC,20090526,1.6545,1.7075,1.6251,1.6486,346930
HBC,20090525,1.6781,1.6781,1.6486,1.6781,163170
HBC,20090522,1.6015,1.6368,1.5956,1.6015,415280
HBC,20090521,1.6545,1.7369,1.5956,1.6781,799850
HBC,20090520,1.6545,1.6545,1.5780,1.6545,985110
HBC,20090519,1.5780,1.5780,1.5780,1.5780,35870
HBC,20090518,1.5073,1.5073,1.5073,1.5073,232220
HBC,20090515,1.4367,1.4367,1.4367,1.4367,42190
HBC,20090514,1.3424,1.3719,1.2953,1.3719,792220
HBC,20090513,1.3071,1.3071,1.2482,1.3071,672840
HBC,20090512,1.1894,1.2482,1.1894,1.2482,460230
HBC,20090511,1.1364,1.1894,1.1305,1.1894,335340
HBC,20090508,1.1187,1.1658,1.1010,1.1364,251390
HBC,20090507,1.1364,1.1364,1.0893,1.1364,474860
HBC,20090506,1.1481,1.1776,1.0834,1.0834,574930
HBC,20090505,1.1364,1.1364,1.1364,1.1364,73360
HBC,20090504,1.0834,1.0834,1.0834,1.0834,34830
HBC,20090429,0.9892,1.0363,0.9892,1.0363,261090
HBC,20090428,0.9715,1.0009,0.9715,0.9892,111650
HBC,20090427,1.0304,1.0481,0.9833,0.9892,142890
HBC,20090424,1.0598,1.0598,0.9892,1.0304,179720
HBC,20090423,1.0363,1.0363,1.0245,1.0363,432840
HBC,20090422,0.9892,0.9892,0.9421,0.9892,214340
HBC,20090421,0.9421,0.9421,0.9421,0.9421,106920
